# Time(us)	Signal
0.000000000000000000e+00	9.856367230500737708e-01
2.040816326530612290e+00	9.098093655845651551e-01
4.081632653061224580e+00	8.436360778406369887e-01
6.122448979591837315e+00	7.979795905843904968e-01
8.163265306122449161e+00	7.452020606613829479e-01
1.020408163265306101e+01	7.028611744221661128e-01
1.224489795918367463e+01	6.182895467038451720e-01
1.428571428571428648e+01	5.603644437797616895e-01
1.632653061224489832e+01	4.924453384559477342e-01
1.836734693877551194e+01	4.706248393398625440e-01
2.040816326530612201e+01	4.602958419362305764e-01
2.244897959183673564e+01	3.934999239109770452e-01
2.448979591836734926e+01	3.563309911722776224e-01
2.653061224489795933e+01	3.512511482000555407e-01
2.857142857142857295e+01	3.243236471692361733e-01
3.061224489795918302e+01	2.826158951127760721e-01
3.265306122448979664e+01	2.353879563053226376e-01
3.469387755102040671e+01	2.491353136922815070e-01
3.673469387755102389e+01	1.834921402255487166e-01
3.877551020408163396e+01	2.251072569394870215e-01
4.081632653061224403e+01	1.723983529345796406e-01
4.285714285714286120e+01	1.546369898964138900e-01
4.489795918367347127e+01	1.775073499850189362e-01
4.693877551020408134e+01	1.581777878473722143e-01
4.897959183673469852e+01	1.432764481883973817e-01
5.102040816326530859e+01	1.544932388003161516e-01
5.306122448979591866e+01	1.308697579920659881e-01
5.510204081632652873e+01	1.099010287174151113e-01
5.714285714285714590e+01	9.971383763513261278e-02
5.918367346938775597e+01	7.887496799829039895e-02
6.122448979591836604e+01	7.804301394759236010e-02
6.326530612244898322e+01	5.918205083947856299e-02
6.530612244897959329e+01	6.698570418321635189e-02
6.734693877551021046e+01	5.569108403798070372e-02
6.938775510204081343e+01	6.098756304310775506e-02
7.142857142857143060e+01	7.312695004614069849e-02
7.346938775510204778e+01	7.810023973243018780e-02
7.551020408163265074e+01	5.210090644383963410e-02
7.755102040816326792e+01	3.632504364057809187e-02
7.959183673469388509e+01	5.964308740015471927e-02
8.163265306122448806e+01	-8.745429198105836299e-03
8.367346938775510523e+01	2.836230447064604435e-02
8.571428571428572241e+01	5.440725007012770648e-02
8.775510204081632537e+01	2.164084387695042536e-02
8.979591836734694255e+01	4.277502574520369166e-02
9.183673469387755972e+01	2.681611639401856179e-02
9.387755102040816269e+01	5.042259573710491938e-02
9.591836734693877986e+01	1.252705503116820912e-02
9.795918367346939704e+01	3.961124008889295445e-02
1.000000000000000000e+02	-5.144279704487775273e-03
