# Time(us)	Signal
0.000000000000000000e+00	1.000396011237635108e+00
2.040816326530612290e+00	9.167917363476023596e-01
4.081632653061224580e+00	8.353819035194020026e-01
6.122448979591837315e+00	7.916283479424623959e-01
8.163265306122449161e+00	7.496190149373551659e-01
1.020408163265306101e+01	6.581875462744546379e-01
1.224489795918367463e+01	6.503843534791503567e-01
1.428571428571428648e+01	5.607721651942231267e-01
1.632653061224489832e+01	5.262964932272891083e-01
1.836734693877551194e+01	4.519303659184639721e-01
2.040816326530612201e+01	4.689770060378226635e-01
2.244897959183673564e+01	3.956135230943688130e-01
2.448979591836734926e+01	3.691344139453278661e-01
2.653061224489795933e+01	3.417265571184450734e-01
2.857142857142857295e+01	3.064360141970074447e-01
3.061224489795918302e+01	3.213016969769746378e-01
3.265306122448979664e+01	2.667938733491425074e-01
3.469387755102040671e+01	2.160528553977345001e-01
3.673469387755102389e+01	2.125764349864114333e-01
3.877551020408163396e+01	2.227967206497674102e-01
4.081632653061224403e+01	2.093162301636848632e-01
4.285714285714286120e+01	1.515152922675618019e-01
4.489795918367347127e+01	1.590418202990008245e-01
4.693877551020408134e+01	1.923035102994432033e-01
4.897959183673469852e+01	1.486900288226057631e-01
5.102040816326530859e+01	1.318506853949077129e-01
5.306122448979591866e+01	1.257274177924635195e-01
5.510204081632652873e+01	1.371005904787447327e-01
5.714285714285714590e+01	1.212756572373063502e-01
5.918367346938775597e+01	5.923012992005668303e-02
6.122448979591836604e+01	8.042768909591678506e-02
6.326530612244898322e+01	9.570708348770079477e-02
6.530612244897959329e+01	6.921275489259692826e-02
6.734693877551021046e+01	7.412114390019265697e-02
6.938775510204081343e+01	4.668840900906941205e-02
7.142857142857143060e+01	6.861685948822397740e-02
7.346938775510204778e+01	8.153533234900400828e-02
7.551020408163265074e+01	5.571834001536337538e-02
7.755102040816326792e+01	5.306157319523046451e-02
7.959183673469388509e+01	5.766270589235797384e-02
8.163265306122448806e+01	6.559578363356408093e-02
8.367346938775510523e+01	4.726478417172698399e-02
8.571428571428572241e+01	2.975257349563870113e-02
8.775510204081632537e+01	5.435751829685869785e-02
8.979591836734694255e+01	2.582016659041556222e-02
9.183673469387755972e+01	2.145266244516838908e-02
9.387755102040816269e+01	2.600898784634738531e-02
9.591836734693877986e+01	4.570958466309645030e-02
9.795918367346939704e+01	3.555915887857022395e-02
1.000000000000000000e+02	8.450153164629665981e-03
