# Time(us)	Signal
0.000000000000000000e+00	9.878283963798153433e-01
2.040816326530612290e+00	9.373190276814772348e-01
4.081632653061224580e+00	8.433552976780118726e-01
6.122448979591837315e+00	7.422638023787396788e-01
8.163265306122449161e+00	7.321389306375730710e-01
1.020408163265306101e+01	6.934522865403094372e-01
1.224489795918367463e+01	6.461755982886396854e-01
1.428571428571428648e+01	5.536734443162534269e-01
1.632653061224489832e+01	5.120725672562088659e-01
1.836734693877551194e+01	4.798900359837469098e-01
2.040816326530612201e+01	4.337888159874862537e-01
2.244897959183673564e+01	4.062830961736652591e-01
2.448979591836734926e+01	3.857565681115023293e-01
2.653061224489795933e+01	3.591417981012262062e-01
2.857142857142857295e+01	3.355691984742490419e-01
3.061224489795918302e+01	2.918506299280022587e-01
3.265306122448979664e+01	2.763527523066340308e-01
3.469387755102040671e+01	2.654965580721480589e-01
3.673469387755102389e+01	2.473250157155895690e-01
3.877551020408163396e+01	1.866905789137761063e-01
4.081632653061224403e+01	2.020848460306343131e-01
4.285714285714286120e+01	1.745676894534116674e-01
4.489795918367347127e+01	1.395627122696756761e-01
4.693877551020408134e+01	1.345648701257903257e-01
4.897959183673469852e+01	1.365643542348490280e-01
5.102040816326530859e+01	1.192528973916420487e-01
5.306122448979591866e+01	1.119109998932219657e-01
5.510204081632652873e+01	1.209275172280678962e-01
5.714285714285714590e+01	1.064738225863813004e-01
5.918367346938775597e+01	1.104965483220193695e-01
6.122448979591836604e+01	6.916537189287316756e-02
6.326530612244898322e+01	5.668152669797141274e-02
6.530612244897959329e+01	9.480187518737602514e-02
6.734693877551021046e+01	6.519705767599838497e-02
6.938775510204081343e+01	5.569560905862087213e-02
7.142857142857143060e+01	2.307291760181858636e-02
7.346938775510204778e+01	3.414478527659652041e-02
7.551020408163265074e+01	5.456335947407913584e-02
7.755102040816326792e+01	1.327883251297998918e-02
7.959183673469388509e+01	7.063232224552443150e-02
8.163265306122448806e+01	3.410032794065375600e-02
8.367346938775510523e+01	6.697630268088044375e-03
8.571428571428572241e+01	1.060563929727375426e-02
8.775510204081632537e+01	5.845609635633365608e-02
8.979591836734694255e+01	3.770689286168116272e-02
9.183673469387755972e+01	2.384572633353513119e-02
9.387755102040816269e+01	1.811968622063448234e-02
9.591836734693877986e+01	1.378600091684255464e-02
9.795918367346939704e+01	8.905509677550096578e-03
1.000000000000000000e+02	1.804020483573105099e-03
