# Time(us)	Signal
0.000000000000000000e+00	1.019537886129250559e+00
2.040816326530612290e+00	9.225558225251557776e-01
4.081632653061224580e+00	8.471142609597154260e-01
6.122448979591837315e+00	7.693674780143399117e-01
8.163265306122449161e+00	6.951341319031797417e-01
1.020408163265306101e+01	6.753562624129284542e-01
1.224489795918367463e+01	6.213374633713715234e-01
1.428571428571428648e+01	5.748417067276917480e-01
1.632653061224489832e+01	5.197353911345063970e-01
1.836734693877551194e+01	4.680758346252990032e-01
2.040816326530612201e+01	4.277538768606175545e-01
2.244897959183673564e+01	4.166815019395649355e-01
2.448979591836734926e+01	3.749917161689599321e-01
2.653061224489795933e+01	3.497905424361194560e-01
2.857142857142857295e+01	3.003701953257070789e-01
3.061224489795918302e+01	2.524567296621696988e-01
3.265306122448979664e+01	2.546288219513668238e-01
3.469387755102040671e+01	2.265356725461414311e-01
3.673469387755102389e+01	2.275197781901644456e-01
3.877551020408163396e+01	2.054977472197395405e-01
4.081632653061224403e+01	1.608714168440342207e-01
4.285714285714286120e+01	1.740005472225208960e-01
4.489795918367347127e+01	1.793973493289756915e-01
4.693877551020408134e+01	1.531333112777335526e-01
4.897959183673469852e+01	1.488275447325691780e-01
5.102040816326530859e+01	1.334251381255596169e-01
5.306122448979591866e+01	1.299047027365516638e-01
5.510204081632652873e+01	1.321632810374851752e-01
5.714285714285714590e+01	8.468643468725127466e-02
5.918367346938775597e+01	5.927541714100680731e-02
6.122448979591836604e+01	9.294032999644417925e-02
6.326530612244898322e+01	7.135266835378380190e-02
6.530612244897959329e+01	8.709571944566259216e-02
6.734693877551021046e+01	6.632168786324418863e-02
6.938775510204081343e+01	1.250682700270480674e-01
7.142857142857143060e+01	6.437363052395148055e-02
7.346938775510204778e+01	7.336818475983648835e-02
7.551020408163265074e+01	1.590945035383912326e-02
7.755102040816326792e+01	5.077534938414277749e-02
7.959183673469388509e+01	2.650297127522514146e-02
8.163265306122448806e+01	3.698581796845183678e-02
8.367346938775510523e+01	2.500127139143688837e-02
8.571428571428572241e+01	3.113101550355454675e-02
8.775510204081632537e+01	4.675484421335017460e-02
8.979591836734694255e+01	2.958883081826589601e-02
9.183673469387755972e+01	5.552825794615801058e-02
9.387755102040816269e+01	3.843761867620273248e-02
9.591836734693877986e+01	-1.410492454542052257e-02
9.795918367346939704e+01	5.264301488327856327e-02
1.000000000000000000e+02	3.487894338148238293e-02
