# Time(us)	Signal
0.000000000000000000e+00	1.010142285754659364e+00
2.040816326530612290e+00	9.050158477384522282e-01
4.081632653061224580e+00	8.518153069055365290e-01
6.122448979591837315e+00	7.773213853931153494e-01
8.163265306122449161e+00	7.087117779794810390e-01
1.020408163265306101e+01	6.766229612078518141e-01
1.224489795918367463e+01	6.122751674657808119e-01
1.428571428571428648e+01	5.529769604717147402e-01
1.632653061224489832e+01	4.837087778346936262e-01
1.836734693877551194e+01	4.845083687407819029e-01
2.040816326530612201e+01	4.740484210845964386e-01
2.244897959183673564e+01	3.887643055362066113e-01
2.448979591836734926e+01	3.729172255034080563e-01
2.653061224489795933e+01	3.441319727306513254e-01
2.857142857142857295e+01	3.552727011404032131e-01
3.061224489795918302e+01	2.955089799623192848e-01
3.265306122448979664e+01	2.650279683469305980e-01
3.469387755102040671e+01	2.083901450064879479e-01
3.673469387755102389e+01	2.362791221423727328e-01
3.877551020408163396e+01	2.320231068959615062e-01
4.081632653061224403e+01	2.018205025289633026e-01
4.285714285714286120e+01	1.899697212615591435e-01
4.489795918367347127e+01	1.684682039516281760e-01
4.693877551020408134e+01	1.475693881350611802e-01
4.897959183673469852e+01	1.241047042729099548e-01
5.102040816326530859e+01	9.904690453488966539e-02
5.306122448979591866e+01	9.480755536403520645e-02
5.510204081632652873e+01	1.240757952043830548e-01
5.714285714285714590e+01	9.461148418291262518e-02
5.918367346938775597e+01	9.545232977778268790e-02
6.122448979591836604e+01	6.321582273812383079e-02
6.326530612244898322e+01	5.153672349748403270e-02
6.530612244897959329e+01	8.596733578883301863e-02
6.734693877551021046e+01	4.657852337199022696e-02
6.938775510204081343e+01	6.628621715139897119e-02
7.142857142857143060e+01	4.987452711227624569e-02
7.346938775510204778e+01	5.929309116310450128e-02
7.551020408163265074e+01	5.732060965685649434e-02
7.755102040816326792e+01	4.481129140970620955e-02
7.959183673469388509e+01	3.358236221099132612e-02
8.163265306122448806e+01	3.227604701931102021e-02
8.367346938775510523e+01	6.169958036309398236e-02
8.571428571428572241e+01	2.748584019868688388e-02
8.775510204081632537e+01	5.345107906563061756e-02
8.979591836734694255e+01	3.496234519564488802e-02
9.183673469387755972e+01	3.986663380320281530e-02
9.387755102040816269e+01	2.290699499352132421e-02
9.591836734693877986e+01	5.918835432501204363e-02
9.795918367346939704e+01	2.642030712374601742e-02
1.000000000000000000e+02	3.640645344919557491e-02
