# Time(us)	Signal
0.000000000000000000e+00	1.013570786437280935e+00
2.040816326530612290e+00	8.916319478145428024e-01
4.081632653061224580e+00	8.183112331061005440e-01
6.122448979591837315e+00	7.950804113867145917e-01
8.163265306122449161e+00	7.643821115028902602e-01
1.020408163265306101e+01	6.099755866122891224e-01
1.224489795918367463e+01	5.891099078042676407e-01
1.428571428571428648e+01	5.453878202171811296e-01
1.632653061224489832e+01	5.383441279110147137e-01
1.836734693877551194e+01	5.034867844267643111e-01
2.040816326530612201e+01	4.440331138630201346e-01
2.244897959183673564e+01	4.038368938153251153e-01
2.448979591836734926e+01	4.069005786886706888e-01
2.653061224489795933e+01	3.638781188563446900e-01
2.857142857142857295e+01	3.486972088392735203e-01
3.061224489795918302e+01	2.898202968375368505e-01
3.265306122448979664e+01	2.435522163845698085e-01
3.469387755102040671e+01	2.328589929135086167e-01
3.673469387755102389e+01	2.420902281415173440e-01
3.877551020408163396e+01	2.001445680949063000e-01
4.081632653061224403e+01	1.812707671690986788e-01
4.285714285714286120e+01	2.187463745930742220e-01
4.489795918367347127e+01	1.897031834437689912e-01
4.693877551020408134e+01	1.407932606127512698e-01
4.897959183673469852e+01	1.423905961905669593e-01
5.102040816326530859e+01	1.679492947674471881e-01
5.306122448979591866e+01	1.041396107140223348e-01
5.510204081632652873e+01	1.204102189290266606e-01
5.714285714285714590e+01	8.996103728888422968e-02
5.918367346938775597e+01	1.275226329540259385e-01
6.122448979591836604e+01	7.885756840139138135e-02
6.326530612244898322e+01	7.723998267206508284e-02
6.530612244897959329e+01	6.957564432194313087e-02
6.734693877551021046e+01	8.003082218532256431e-02
6.938775510204081343e+01	3.496456453256226865e-02
7.142857142857143060e+01	3.246462252999121612e-02
7.346938775510204778e+01	2.902843888548102894e-02
7.551020408163265074e+01	4.949278903260958401e-02
7.755102040816326792e+01	3.013867681589910141e-02
7.959183673469388509e+01	8.539457721179360972e-02
8.163265306122448806e+01	3.038568451252626409e-02
8.367346938775510523e+01	4.600900179408812241e-04
8.571428571428572241e+01	5.040635546065636713e-02
8.775510204081632537e+01	4.288290628801814941e-02
8.979591836734694255e+01	4.377060278075913663e-02
9.183673469387755972e+01	1.656940013352177152e-02
9.387755102040816269e+01	2.521209364287353705e-02
9.591836734693877986e+01	1.427950805325700623e-02
9.795918367346939704e+01	2.782746314071990815e-02
1.000000000000000000e+02	1.488688424093573097e-02
