# Time(us)	Signal
0.000000000000000000e+00	1.000163983889233110e+00
2.040816326530612290e+00	9.497227836822071945e-01
4.081632653061224580e+00	8.359992725591455232e-01
6.122448979591837315e+00	7.571450637754592039e-01
8.163265306122449161e+00	7.259771181004968099e-01
1.020408163265306101e+01	6.537594443901993957e-01
1.224489795918367463e+01	6.233984010707024348e-01
1.428571428571428648e+01	5.976538180629075159e-01
1.632653061224489832e+01	5.170940212590761087e-01
1.836734693877551194e+01	5.117754207355628138e-01
2.040816326530612201e+01	4.089725939965731527e-01
2.244897959183673564e+01	3.876306574077889033e-01
2.448979591836734926e+01	3.848892563039297277e-01
2.653061224489795933e+01	3.599516399497960650e-01
2.857142857142857295e+01	3.180861344135821334e-01
3.061224489795918302e+01	3.044472125799998485e-01
3.265306122448979664e+01	2.249505303619936669e-01
3.469387755102040671e+01	2.961447700667019234e-01
3.673469387755102389e+01	2.023938259147494700e-01
3.877551020408163396e+01	2.168667233303265829e-01
4.081632653061224403e+01	1.631961588025658827e-01
4.285714285714286120e+01	1.959518563592927420e-01
4.489795918367347127e+01	1.262259935181790360e-01
4.693877551020408134e+01	1.546964514434458204e-01
4.897959183673469852e+01	1.215117961501568089e-01
5.102040816326530859e+01	1.525277921917954083e-01
5.306122448979591866e+01	1.787840676580229882e-01
5.510204081632652873e+01	9.295433407595642128e-02
5.714285714285714590e+01	1.010807856192698084e-01
5.918367346938775597e+01	7.486907771724199412e-02
6.122448979591836604e+01	4.854260950270954111e-02
6.326530612244898322e+01	5.637000062332021139e-02
6.530612244897959329e+01	4.748466723938618572e-02
6.734693877551021046e+01	7.375157567595433394e-02
6.938775510204081343e+01	6.924448984131367779e-02
7.142857142857143060e+01	3.840999382481652402e-02
7.346938775510204778e+01	5.051082535259119460e-02
7.551020408163265074e+01	3.556362222382933314e-02
7.755102040816326792e+01	7.209331227053343560e-02
7.959183673469388509e+01	2.066302032761573731e-02
8.163265306122448806e+01	1.576271754192124647e-02
8.367346938775510523e+01	6.383655798369100576e-02
8.571428571428572241e+01	3.420989502050541392e-02
8.775510204081632537e+01	1.349862938642425875e-02
8.979591836734694255e+01	5.309993809048510482e-02
9.183673469387755972e+01	1.137582624216054196e-02
9.387755102040816269e+01	3.329357421101044462e-02
9.591836734693877986e+01	1.484149015182053069e-02
9.795918367346939704e+01	1.050152609492111498e-02
1.000000000000000000e+02	2.097390508151423041e-02
