# Time(us)	Signal
0.000000000000000000e+00	1.035721520970216414e+00
2.040816326530612290e+00	9.289546577478652312e-01
4.081632653061224580e+00	8.625339269049780988e-01
6.122448979591837315e+00	7.908660734073279519e-01
8.163265306122449161e+00	7.172576393750117463e-01
1.020408163265306101e+01	6.864665116200509010e-01
1.224489795918367463e+01	6.132188842140271490e-01
1.428571428571428648e+01	5.527602310394509333e-01
1.632653061224489832e+01	5.368629451508468708e-01
1.836734693877551194e+01	4.486581430158890216e-01
2.040816326530612201e+01	4.200897146179308206e-01
2.244897959183673564e+01	3.963655380476522327e-01
2.448979591836734926e+01	3.698212036543133130e-01
2.653061224489795933e+01	3.610232891910552522e-01
2.857142857142857295e+01	3.556476815573406114e-01
3.061224489795918302e+01	3.032930683560020602e-01
3.265306122448979664e+01	2.597697671409954778e-01
3.469387755102040671e+01	2.478909924883253568e-01
3.673469387755102389e+01	2.469100800477382340e-01
3.877551020408163396e+01	1.964917646900882220e-01
4.081632653061224403e+01	1.522591254190915622e-01
4.285714285714286120e+01	1.650690673278438492e-01
4.489795918367347127e+01	1.382624282626634393e-01
4.693877551020408134e+01	1.709390165578541232e-01
4.897959183673469852e+01	1.608058487346915588e-01
5.102040816326530859e+01	1.418535939543983104e-01
5.306122448979591866e+01	7.487077821290868962e-02
5.510204081632652873e+01	9.872117648398798240e-02
5.714285714285714590e+01	1.282340072588355473e-01
5.918367346938775597e+01	1.144704890972632061e-01
6.122448979591836604e+01	7.737122405259329316e-02
6.326530612244898322e+01	5.327404664585161376e-02
6.530612244897959329e+01	8.913814995056712487e-02
6.734693877551021046e+01	5.358405047227400575e-02
6.938775510204081343e+01	2.201889243353071651e-02
7.142857142857143060e+01	1.070075020186842391e-01
7.346938775510204778e+01	7.454257158142892081e-02
7.551020408163265074e+01	2.530867075222010404e-02
7.755102040816326792e+01	8.244679031164058036e-02
7.959183673469388509e+01	5.539288872569674699e-02
8.163265306122448806e+01	6.094539113832843358e-02
8.367346938775510523e+01	3.423359201946165470e-02
8.571428571428572241e+01	2.933071065766502603e-02
8.775510204081632537e+01	1.855510427324030820e-02
8.979591836734694255e+01	2.906583365319257914e-02
9.183673469387755972e+01	4.786559981408794462e-02
9.387755102040816269e+01	2.398410064001985781e-02
9.591836734693877986e+01	5.200237488715581113e-02
9.795918367346939704e+01	2.566082887893920625e-02
1.000000000000000000e+02	-5.122909357104476341e-03
